关于「官员激励与治理」：如果我们认为地方政府和官员在中国经济增长中扮演了极其重要的角色…？	如果我们认为地方政府和官员在中国经济增长中扮演了极其重要的角色，那么这一系列经济社会问题又是如何与我国官员激励和政府治理的模式联系在一起的呢？本书试图系统地回答上述这些问题，侧重从地方官员的激励和政府治理的视角，揭示中国高速经济增长所依赖的政经条件和制度基础，提<br>— 周黎安 · 《转型中的地方政府》 · p33	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：国政治分成“三层”，即中央政府、地方政府和民众…？	国政治分成“三层”，即中央政府、地方政府和民众，以区别于时下流行的“国家—市民社会”的“两分法”。[8] 这三层之间可以相互制约，建立良性互动的关系，比如中央联合民众制约地方政府，而地方政府也变成制约中央过度集权的重要力量。<br>— 周黎安 · 《转型中的地方政府》 · p37	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：这是一个重要的思想转变，从强调政府替代市场到强调政府官员激励和政府治理的意如前所…？	这是一个重要的思想转变，从强调政府替代市场到强调政府官员激励和政府治理的意如前所述，Easterly（2005）反思了半个世纪以来发展中国家的经济增长过程，认为强调“把价格搞对”只是一个方面，关键是“把激励搞对”，如何赋予广大的参与人合适的激励，而其中政府的激励<br>— 周黎安 · 《转型中的地方政府》 · p42	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：关键在于如何打破制度束缚，为市场松绑助力…？	关键在于如何打破制度束缚，为市场松绑助力，推动市场化进程和区域经济发展。市场本身无法为自己松绑，这一切还需要依靠政府主导去完成。在中国，最吊诡的事实是，市场化本身如果离<br>— 周黎安 · 《转型中的地方政府》 · p43	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：但是我们之间也存在诸多的不同，以下三点最为重要…？	但是我们之间也存在诸多的不同，以下三点最为重要。首先，财政联邦主义理论假设地方政府的目标函数是最大化可支配的财政收入，突出地方政府作为经济代理人的特征。我们则认为，财政收入固然重要，居于政府体系之中的官员更应该是政治代理人，因而<br>— 周黎安 · 《转型中的地方政府》 · p44	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：间的上下级关系，这是区别于西方国家的一个最重要的制度特征…？	间的上下级关系，这是区别于西方国家的一个最重要的制度特征。美国，联邦与州政府之间不存在权力统属关系，而是由宪法保证的平等的契约关系；即使在单一制的英国，地方政府不享有联邦制下的地方自治地位，但中央和地方政府的关系并不等同于权威组织内的上下<br>— 周黎安 · 《转型中的地方政府》 · p45	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：书采取的最重要的分析视角。本书所借助的两个基本分析概念——行政发包制和政治锦标赛…？	书采取的最重要的分析视角。本书所借助的两个基本分析概念——行政发包制和政治锦标赛都是基于这个视角提出的。强调地方官员的微观激励承袭了经济学一以贯之的个体主义（individualism）方法论传统，即任何集体行为（如政府的决策和行<br>— 周黎安 · 《转型中的地方政府》 · p45	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：政府的文献最重要的区别。我们试图理解地方政府的各种行为…？	政府的文献最重要的区别。我们试图理解地方政府的各种行为，如地区竞争、经营城市、地方保护主义、政府间关系、土地财政等等，但是我们把分析的触角伸向地方政府背后的地方官员，分析他们在相关制度环境下的激励和行为，比如财政分成体制下地方政府的财政激励<br>— 周黎安 · 《转型中的地方政府》 · p45	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：方政府行为的一个重要动力，但作为处于行政金字塔之中的政府官员…？	方政府行为的一个重要动力，但作为处于行政金字塔之中的政府官员，除了关心地方的财政收入之外，自然也关心其在“官场”升迁的机遇，而这种激励在现实中可能是更为重要的动机。中国政府治理的一个重要特点就是将地方官员的晋升与地方经济发展的绩效联系起<br>— 周黎安 · 《转型中的地方政府》 · p46	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：一个重要特点就是将地方官员的晋升与地方经济发展的绩效联系起来…？	一个重要特点就是将地方官员的晋升与地方经济发展的绩效联系起来，让地方官员为了政治晋升而在经济上相互竞争，形成了政治锦标赛模式（周黎安，2004，2007）。Li和Zhou（2005）、周黎安等（2005）运用中国改革以来的省级水平的数据系统地验证了地方官员<br>— 周黎安 · 《转型中的地方政府》 · p46	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：需要强调的是，我们整个研究实际上是围绕着一系列重大理论和政策问题展开的…？	需要强调的是，我们整个研究实际上是围绕着一系列重大理论和政策问题展开的，希望读者能够带着这些问题去阅读本书。我们要回答的第一组相关的问题是，当中国政府体制以政治集权为特征，那为什么地方政府还能在中国高速经济增长中发挥极为重要的促<br>— 周黎安 · 《转型中的地方政府》 · p47	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：政发包制区别于韦伯意义上的官僚制（科层制）…？	政发包制区别于韦伯意义上的官僚制（科层制）。行政发包制作为一种治理制度可以追溯到中国的古代，尤其是明清和民国时期。成立以后，高度集权的计划经济体制虽然在许多方面修正了古代的属地化行政发包制，但仍然承袭和发展了传统的因素。<br>— 周黎安 · 《转型中的地方政府》 · p49	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：我们还对中国干部人事制度中的一个重要现象——干部异地交流制度的成因和效果进行了理…？	我们还对中国干部人事制度中的一个重要现象——干部异地交流制度的成因和效果进行了理论分析，指出它与政治锦标赛之间的内在联系。最后一节我们提出中国政经互动的独特模式，即“官场+市场”模式，它由GDP挂帅的政治锦标赛直接引申而来，地方<br>— 周黎安 · 《转型中的地方政府》 · p51	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：最后一节我们提出中国政经互动的独特模式…？	最后一节我们提出中国政经互动的独特模式，即“官场+市场”模式，它由GDP挂帅的政治锦标赛直接引申而来，地方官员之间的官场竞争与辖区企业之间的市场竞争高度结合，相互影响，塑造了中国特色的政府与市场关系，奠定了中国经济增长独有的第6章至第8章是“官场+市场”模式所带来一系列政经互动现象与问题<br>— 周黎安 · 《转型中的地方政府》 · p51	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：制改革之后地方政府最重要的财政手段之一…？	制改革之后地方政府最重要的财政手段之一，我们分析了土地财政与城市化、工业化与区域经济竞争之间的内在关联。地方政府从过去以“经营企业”为主逐渐过渡为“经营城市”为主，而这一切的背后都是地方政府在不同的改革发展阶段牢牢抓住经济发展主导权的动机。<br>— 周黎安 · 《转型中的地方政府》 · p51	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：然后我们提出一个统一的分析框架对这些区域经济互动现象进行了系统的解释…？	然后我们提出一个统一的分析框架对这些区域经济互动现象进行了系统的解释，认为地方官员之间对于“双赢”合作动机不足主要源于晋升博弈的零和博弈性质和晋升竞争的官员之间利益补偿的困难。最后我们同样在晋升博弈的框架下讨<br>— 周黎安 · 《转型中的地方政府》 · p52	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：之间寻求一个合适的权衡将是未来地方政府治理转型的一个重要研究附录部分提供了本书研…？	之间寻求一个合适的权衡将是未来地方政府治理转型的一个重要研究附录部分提供了本书研究地方官员激励和政府治理的一些理论背景，主要介绍了经济学有关激励和治理的一些最基础的理论以及这些理论在政府组织中的运用。有了这些知识准备，读者将会更好地理解我们<br>— 周黎安 · 《转型中的地方政府》 · p53	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：我们认为，中国政府间关系呈现出的一系列特征…？	我们认为，中国政府间关系呈现出的一系列特征，主要体现为多层级权力关系下以属地管理为基础的行政逐级发包制，或者说是政府内部的发包制，简称为“行政发包制”。行政发包制作为一种理想类型，既区别于韦伯意义上的官僚科层制，也区别于纯粹<br>— 周黎安 · 《转型中的地方政府》 · p56	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：为一种理想类型，既区别于韦伯意义上的官僚科层制…？	为一种理想类型，既区别于韦伯意义上的官僚科层制，也区别于纯粹的外包制（即政府通过契约方式向非政府组织（如企业）发包政府事务），属于一种居于两者之间的混合形态。[1] 行政发包制并非新中国所独创，它的基本原型至少可以追溯到明清时期的政府间关系，甚至<br>— 周黎安 · 《转型中的地方政府》 · p56	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：邦主义”理论假说，与中国的现实存有较大的差距…？	邦主义”理论假说，与中国的现实存有较大的差距，主要体现在两个方面：第一，在中国，中央政府拥有无上的权威以及任意干预权，这与强调基于制度分权的联邦制的安排难以兼容；第二，联邦制对统一国内市场的要求（如美国的联邦制）以及联邦法律高于州法律的要求<br>— 周黎安 · 《转型中的地方政府》 · p59	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：不清晰之处，比如它如何区别于其他有关组织的理想类型（如科层制、外包制、M型结构、…？	不清晰之处，比如它如何区别于其他有关组织的理想类型（如科层制、外包制、M型结构、联邦制等），尤为关键的问题是行政发包的程度由何种因素决定也不清楚，分析概念上的模糊限制了该理论进一步发展的空间。<br>— 周黎安 · 《转型中的地方政府》 · p59	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：看到，“行政发包制”既区别于韦伯意义上的科层制…？	看到，“行政发包制”既区别于韦伯意义上的科层制，又区别于纯粹的外包制，与文献里用来描述多层级公司或政治组织的M型结构、联邦制也风格迥异。已有文献所涉及的关于中国政府间关系的不同特征，如“蜂窝式结构”、“M型结构”、“压力型体制”、基层政府的政治<br>— 周黎安 · 《转型中的地方政府》 · p60	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：粹外包制两者的一些重要特征，但又区别于两者…？	粹外包制两者的一些重要特征，但又区别于两者；它同时包含了决策权、预算薪酬和问责方式三个维度的特征，这些特征还是一个内在一致、相互支持的有机体。目前文献中关于中国政府治理特征的描述，<br>— 周黎安 · 《转型中的地方政府》 · p63	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：这区别于正常情况下市场外包关系，双方处于自由平等的第二…？	这区别于正常情况下市场外包关系，双方处于自由平等的第二，承包人具备晋升到上一级发包人的可能性，即具有“仕途前景”，如果存在多个相似的承包人，则承包人处于“官场竞晋升序列是决定行政内包与外包边界的核心维度，虽然不是唯一维度（周黎安，2016）。<br>— 周黎安 · 《转型中的地方政府》 · p64	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：行政发包制不同于西欧中世纪的封建庄园制…？	行政发包制不同于西欧中世纪的封建庄园制，后者不存在大领主与小领主之间的行政隶属和统摄关系，而是平等的契约关系和合作关系。在庄园制下，君主和分封的诸侯或庄园主属于一种非常松散的“市场交换”关系，君主分<br>— 周黎安 · 《转型中的地方政府》 · p65	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：理模式也非一成不变，但是，我们认为…？	理模式也非一成不变，但是，我们认为，行政发包制适合于中国政府间关系和政府治理一些长期稳定和显而易见的重要特征。政府体制的特征，人们经常认为中国是现代文官制度和科层制的发源地，在历史上最早引入基于考试招聘政府官员的科举制，在西方国家还处于中世纪封建制度之时，中国早已是朝廷统一任免地方各级官<br>— 周黎安 · 《转型中的地方政府》 · p66	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：属地化管理模式最重要的特征是：第一…？	属地化管理模式最重要的特征是：第一，平民百姓的日常事务（如户口登记、纳税、诉讼、灾荒救济）只和所在地的地方政府或行政组织发生联系，并由它直接管辖，与其他层级或区域的政府发生联系也一定要通过管辖政府这个中介。这个特征的一个直接后果就是信息的属<br>— 周黎安 · 《转型中的地方政府》 · p67	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：所不同于古代的封君者，就是古代的封君把采邑的收入全归自家享受…？	所不同于古代的封君者，就是古代的封君把采邑的收入全归自家享受，而县官则必须照定额向国库交银子。在这些地方，可以看出古代分封制的残余痕迹。县官确实像个百里侯。<br>— 周黎安 · 《转型中的地方政府》 · p69	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：公共服务区别于私人服务的根本点在于…？	公共服务区别于私人服务的根本点在于，私人服务只和个人的偏好满足相关，而公共服务具有一定的政治属性，如公众是否可以参与公共服务的集体决策，是否依法行政，是否体现公平和公正的原则，公众有抱怨是否可以起诉和投诉，官员是否面临公众问责等等，都是与公共服务相伴随的质量特征。<br>— 周黎安 · 《转型中的地方政府》 · p86	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：公共服务还有一个区别于私人服务的重要维度…？	公共服务还有一个区别于私人服务的重要维度，那就是公共服务带来的潜在的统治风险。统治风险主要包括国家分裂、社会暴动和革命对统治权带来的直接威胁（我称之为直接的统治风险），以及社会经济方面的失序和波动带来的不稳定，如金融和债务危机、大规模失业和<br>— 周黎安 · 《转型中的地方政府》 · p87	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：另一方面，给定下级政府的官员目标和利益不同于中央政府…？	另一方面，给定下级政府的官员目标和利益不同于中央政府，下级官员的行为不易监督，权力下放就意味着权力有被滥用的危险，甚至被架空，而且权力下放越是到基层，监督就越困难，权力被滥用的威胁也就越大。所以从监督和控制的角度，统治者应该尽<br>— 周黎安 · 《转型中的地方政府》 · p89	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：两个最重要的约束：信息约束和财政约束…？	两个最重要的约束：信息约束和财政约束。第一个约束来自信息不对称所带来的中央政府监督地方政府行为的困难。地方政府作为代理人知道自己是否严格执行了上级的指令，知道自己是否有偷懒、渎职、<br>— 周黎安 · 《转型中的地方政府》 · p89	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：基于上面的分析，我们认为，属地化的行政发包制就是中国古代统治者在治理成本与收益间…？	基于上面的分析，我们认为，属地化的行政发包制就是中国古代统治者在治理成本与收益间进行精心权衡与选择的结果，是在信息和财政两个约束下进行理性选择的产物。具体说来，属地化的行政发包制可以实现下面几个方面的收益。<br>— 周黎安 · 《转型中的地方政府》 · p90	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：我们认为这里有两层含义：第一，在行政发包制下的“层层分包”过程…？	我们认为这里有两层含义：第一，在行政发包制下的“层层分包”过程，也是一个“层层分利”的过程，保证了承包方的物质报酬、权力、社会地位等多方面利益；第二，发包方和承包方之间还有一种隐性的权力制衡关系。<br>— 周黎安 · 《转型中的地方政府》 · p92	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：我认为，在确定中央和地方事权划分方面…？	我认为，在确定中央和地方事权划分方面，行政发包制更多是根据公共服务所导致的统治风险的溢出范围，而不是公共服务收益的溢出范围。[41] 只要公共服务本身所涉及的统治风险比较低，来自公众的问责压力低，就尽可能地按照属地发包原<br>— 周黎安 · 《转型中的地方政府》 · p94	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：行政发包制作为一种治理类型也区别于经典的M型组织（Chandler…？	行政发包制作为一种治理类型也区别于经典的M型组织（Chandler，Williamson，1975，1985）。Qian和Xu（1993）曾经使用M型结构描述中国改革前的经济结构，以此与苏联的U型结构进行比较。为，与M型组织比，行政发包制对应着更为松散、弱化的总部控制、层<br>— 周黎安 · 《转型中的地方政府》 · p95	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：[6] 剩余索取权不同于剩余控制权…？	[6] 剩余索取权不同于剩余控制权，它是指对利润或剩余收入（比如上缴之后剩余收入）的占有权或实际占有权。[7] “强激励”（high-powered incentives）是经济学契约理论的一个重要概念，与“弱激励”相对应，指的是代理人的报酬与其所创造的收入之间的强相关关系。<br>— 周黎安 · 《转型中的地方政府》 · p99	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：一个重要概念，与“弱激励”相对应…？	一个重要概念，与“弱激励”相对应，指的是代理人的报酬与其所创造的收入之间的强相关关系。[8] 中国当前地方政府高度依赖于预算外财政（如土地财政），政府职能部门高度依赖于各种收费，这是财政和预算包干的一种体现。在这种体制下，上级转移支付相对有限，它在地方政府的财政支出中<br>— 周黎安 · 《转型中的地方政府》 · p99	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：国政府间关系区别于世界上其他国家的一个基本特征…？	国政府间关系区别于世界上其他国家的一个基本特征，但是，它更多是一个制度的结果。“行政发包制”理论试图深入到政府间关系的内核和背后的驱动力，以此来刻画中国政府间关系的深层特征。[21] 关于计划经济时期中央和地方财政关系的演变，参见第4章的<br>— 周黎安 · 《转型中的地方政府》 · p101	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：是一种高薪水、弱激励的薪酬体系安排…？	是一种高薪水、弱激励的薪酬体系安排，区别于行政发包制下低薪水、强激励的制度安排。[31] 所有这些直接和间接的统治风险最终都涉及统治的合法性问[32] 经济学契约理论从效率角度出发，一般都假定委托人在合同设计时不受流动性（资金）约束。<br>— 周黎安 · 《转型中的地方政府》 · p103	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：中国改革开放以来最重要的行政体制改革是中央行政和经济管理权力的下放和地方自主权的…？	中国改革开放以来最重要的行政体制改革是中央行政和经济管理权力的下放和地方自主权的增强。中央向地方放权使地方政府从过去集中计划的体制束缚中解放出来，凭借其信息优势作出因地制宜的决策。更重要的是，在改革之初，中国的最高层对于未来的发展道路，其实<br>— 周黎安 · 《转型中的地方政府》 · p105	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：当时改革思路的一个重要创新就是对局部地区的倾斜和优惠政策…？	当时改革思路的一个重要创新就是对局部地区的倾斜和优惠政策，通过设立经济特区、经济技术开发区、沿海开放城市、计划单列市等等一系列特殊经济区域，实现地方分权的“局部突破”。这种对局部地区政策倾斜的做法体现了中国领导人推崇的“双轨制”和“增量改<br>— 周黎安 · 《转型中的地方政府》 · p111	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：中国政府推进经济改革的一个重要方面就是改革城市管理体制…？	中国政府推进经济改革的一个重要方面就是改革城市管理体制，发挥城市作为经济中心的聚集效应和辐射效应的作用。1983年中国进行了计划单列市的改革。计划单列市是中国经济体制改革过程中出现的特殊现象，指的是某些城市享受省一级经济管理权<br>— 周黎安 · 《转型中的地方政府》 · p117	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：调各方利益之外，还有一个重要功能是广泛收集来自各方面的相关信息…？	调各方利益之外，还有一个重要功能是广泛收集来自各方面的相关信息，便于在决策之前占有足够信息。近年来，新闻媒体和互联网也逐渐成为上级政府获得有关信息的重要渠道。关于中国地方官员虚报数字的行为，李侃如披露了一个有趣的细节：<br>— 周黎安 · 《转型中的地方政府》 · p123	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：度看，最重要的变化是发包方的行政权配置不一样…？	度看，最重要的变化是发包方的行政权配置不一样，发包方不再拥有对承包方的人事任命权，双方不是简单的上下级统属关系，而经常处于相同的行政级别（比如地级市环保局与县政府都属于处级单位），甚至发包方的行政级别还低于承包方（如环保部与直辖市政府），由此使得发包方控制和影响承包方的方式发生实质性变化。<br>— 周黎安 · 《转型中的地方政府》 · p127	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：制”运作的一个重要驱动因素是发包方之间的隐性竞争（“多对一”的结果）…？	制”运作的一个重要驱动因素是发包方之间的隐性竞争（“多对一”的结果），而发包方的竞争又引发了承包方之间的竞争（“一对多”在中央部委既分工协作又相互竞争的关系中，项目制契合<br>— 周黎安 · 《转型中的地方政府》 · p128	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：能是中央层面缺乏充分的协调整合的一个重要原因…？	能是中央层面缺乏充分的协调整合的一个重要原因。分税制之前因中央财政收入比重大幅下降而难以提供较多的专项转移资金，分税制之后中央财政收入大幅上升，地区间的发展差异又需要大量的中央转移支付。有统计表明，专项转移支付占全部转移支付的<br>— 周黎安 · 《转型中的地方政府》 · p129	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：地区差异扩大显然是项目制实施的一个重要条件…？	地区差异扩大显然是项目制实施的一个重要条件，但是采取项目制的特定形式完成专项转移支付不是必然选择，比如为了实现地区公共服务的均等化可以增加一般性转移支付的比重，专项转移支付比例的不断上升与我们强调的“多对一”和“一对多”的格局有很大关联。3.3.2 “多对一”和“一对多”：承包方的角度<br>— 周黎安 · 《转型中的地方政府》 · p129	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：这里最重要的是在“多对多”的复杂关系中给予地方政府统揽全局、权衡轻重的空间…？	这里最重要的是在“多对多”的复杂关系中给予地方政府统揽全局、权衡轻重的空间，防止权力领域的“公有地每个条条部门都希望地方政府为本部门的政策目标服务，在给承包方下达任务时，每个发包方会忽略其指令对其他发包方带来的负面影响或溢出效应，从而导致承包方接受过度的指令和任务。<br>— 周黎安 · 《转型中的地方政府》 · p131	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：其间最重要的变化是将原来属于农民所有的土地和其他生产资料收归集体所有…？	其间最重要的变化是将原来属于农民所有的土地和其他生产资料收归集体所有，由高级合作社负责全社的农业生产、收益分配、生活管理和社会保障等各种事1958年人民公社运动开始，撤乡、镇并大社，人民公社行使乡镇政权职权，农业生产合作社改称为生产大队，实行政社合一的体制，<br>— 周黎安 · 《转型中的地方政府》 · p135	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：合一是人民公社区别于过去乡镇建制最大的地方…？	合一是人民公社区别于过去乡镇建制最大的地方。人民公社成为了农林牧副渔全面发展、工农商学兵相结合、并与地方政权组织合而为一的地域性经济社会单元。在人民公社，公共食堂、幼儿园、托儿所、<br>— 周黎安 · 《转型中的地方政府》 · p135	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：中，行政隶属的国营企业所创造的利润是最为重要的来源…？	中，行政隶属的国营企业所创造的利润是最为重要的来源，所以国营企业行政隶属关系的调整直接涉及中央和地方财源的再分配。地方固定比例分成的收入有农业税、工商营业税和工商所得税。的分成比例由中央财政部按各地区收支情况一年一定。据统计，划给<br>— 周黎安 · 《转型中的地方政府》 · p145	周黎安 转型中的地方政府 官员激励与治理 命题
关于「官员激励与治理」：还有一个重要的突破是收支挂钩，以收定支…？	还有一个重要的突破是收支挂钩，以收定支，地方拥有统筹安排地方财力的自主权。去，计划管理模式以“条条为主”，地方的各项财政支出，原则上由中央的垂直部门审核分配，地方无法根据财政状况自主决定。财政包干改革的同时，中央大规模下放了经济管理权限，“条条为<br>— 周黎安 · 《转型中的地方政府》 · p157	周黎安 转型中的地方政府 官员激励与治理 命题
