填空：`15％` | 等少数几种品种外），免征关税，特区企业只交纳15％的企业所得…（关键百分比数据）	`15％` | 等少数几种品种外），免征关税，特区企业只交纳15％的企业所得<br>— 《转型中的地方政府》 · p113	转型中的地方政府 数据 quantitative
填空：`80％` | 据国土资源部披露，目前全国80％的违法用地是…（关键百分比数据）	`80％` | 据国土资源部披露，目前全国80％的违法用地是<br>— 《转型中的地方政府》 · p125	转型中的地方政府 数据 quantitative
填空：`16%` | 比例从1995年的16%，增加至2005年的三分之一，至2012年进一步增加…（关键百分比数据）	`16%` | 比例从1995年的16%，增加至2005年的三分之一，至2012年进一步增加<br>— 《转型中的地方政府》 · p129	转型中的地方政府 数据 quantitative
填空：`42%` | 到42%（周飞舟，2012；…（关键百分比数据）	`42%` | 到42%（周飞舟，2012；<br>— 《转型中的地方政府》 · p129	转型中的地方政府 数据 quantitative
填空：`17%` | 邦全部支出的17%左右 [11] ，也不在于各中央部门的协调失败以及项目…（关键百分比数据）	`17%` | 邦全部支出的17%左右 [11] ，也不在于各中央部门的协调失败以及项目<br>— 《转型中的地方政府》 · p131	转型中的地方政府 数据 quantitative
填空：`60％` | 地方固定收入和固定分成比例合计一般可达地方预算支出的60％—…（关键百分比数据）	`60％` | 地方固定收入和固定分成比例合计一般可达地方预算支出的60％—<br>— 《转型中的地方政府》 · p145	转型中的地方政府 数据 quantitative
填空：`80％` | 80％，为地方预算提供了较为稳定的来源（董辅仁，1999，第249…（关键百分比数据）	`80％` | 80％，为地方预算提供了较为稳定的来源（董辅仁，1999，第249<br>— 《转型中的地方政府》 · p145	转型中的地方政府 数据 quantitative
填空：`45.4%` | 在第一个五年计划时期，中央财政直接组织的收入占45.4%，地方（省…（关键百分比数据）	`45.4%` | 在第一个五年计划时期，中央财政直接组织的收入占45.4%，地方（省<br>— 《转型中的地方政府》 · p145	转型中的地方政府 数据 quantitative
填空：`54.6%` | 县两级）财政组织的收入占54.6%；…（关键百分比数据）	`54.6%` | 县两级）财政组织的收入占54.6%；<br>— 《转型中的地方政府》 · p145	转型中的地方政府 数据 quantitative
填空：`74.1%` | 的收入和地方上缴收入解决的支出）占全部政府支出的74.1%。…（关键百分比数据）	`74.1%` | 的收入和地方上缴收入解决的支出）占全部政府支出的74.1%。<br>— 《转型中的地方政府》 · p145	转型中的地方政府 数据 quantitative
填空：`20％` | 但地方参与分成的企业的利润，20％分给企业所在省市作为地方收…（关键百分比数据）	`20％` | 但地方参与分成的企业的利润，20％分给企业所在省市作为地方收<br>— 《转型中的地方政府》 · p146	转型中的地方政府 数据 quantitative
填空：`30％` | 业需要增加的流动资金，30％由地方财政拨款，70％由中央财政拨款…（关键百分比数据）	`30％` | 业需要增加的流动资金，30％由地方财政拨款，70％由中央财政拨款<br>— 《转型中的地方政府》 · p147	转型中的地方政府 数据 quantitative
填空：`60％` | 建的县办“五小”企业利润的60％留给县，作为发展“五小”工业的…（关键百分比数据）	`60％` | 建的县办“五小”企业利润的60％留给县，作为发展“五小”工业的<br>— 《转型中的地方政府》 · p149	转型中的地方政府 数据 quantitative
填空：`30%` | 出方面，1958—1959年地方的支出比例从1953—1957年不足30%跳跃到…（关键百分比数据）	`30%` | 出方面，1958—1959年地方的支出比例从1953—1957年不足30%跳跃到<br>— 《转型中的地方政府》 · p150	转型中的地方政府 数据 quantitative
填空：`50%` | 50%以上，虽然1961—1962年有所下降，但之后的年份就再也没有回到…（关键百分比数据）	`50%` | 50%以上，虽然1961—1962年有所下降，但之后的年份就再也没有回到<br>— 《转型中的地方政府》 · p150	转型中的地方政府 数据 quantitative
填空：`40%` | 1958年之前的水平，而是长期维持在40%左右，1971年之后开始稳步上…（关键百分比数据）	`40%` | 1958年之前的水平，而是长期维持在40%左右，1971年之后开始稳步上<br>— 《转型中的地方政府》 · p150	转型中的地方政府 数据 quantitative
填空：`53%` | 升，1977年达到53%。…（关键百分比数据）	`53%` | 升，1977年达到53%。<br>— 《转型中的地方政府》 · p150	转型中的地方政府 数据 quantitative
填空：`53%` | 际地方支出额实际上比53%还要高出不少。…（关键百分比数据）	`53%` | 际地方支出额实际上比53%还要高出不少。<br>— 《转型中的地方政府》 · p150	转型中的地方政府 数据 quantitative
填空：`20%` | 财源最重要角色，从1953—1957年的20%升至70%以上，1971年之后高…（关键百分比数据）	`20%` | 财源最重要角色，从1953—1957年的20%升至70%以上，1971年之后高<br>— 《转型中的地方政府》 · p150	转型中的地方政府 数据 quantitative
填空：`57％` | 1978年至1980年上缴中央的比例为57％，后来又略有…（关键百分比数据）	`57％` | 1978年至1980年上缴中央的比例为57％，后来又略有<br>— 《转型中的地方政府》 · p156	转型中的地方政府 数据 quantitative
填空：`10％` | 而且中央拨给地方的补助每年递增10％。…（关键百分比数据）	`10％` | 而且中央拨给地方的补助每年递增10％。<br>— 《转型中的地方政府》 · p156	转型中的地方政府 数据 quantitative
填空：`100％` | 制，即100％的剩余索取者。…（关键百分比数据）	`100％` | 制，即100％的剩余索取者。<br>— 《转型中的地方政府》 · p156	转型中的地方政府 数据 quantitative
填空：`75％` | 证券交易税，其中增值税中央分享75％，地方25％，证券交易税中央…（关键百分比数据）	`75％` | 证券交易税，其中增值税中央分享75％，地方25％，证券交易税中央<br>— 《转型中的地方政府》 · p160	转型中的地方政府 数据 quantitative
填空：`3％` | 传统的产品税从3％—60％不等有21档税率，所得税因企业所有…（关键百分比数据）	`3％` | 传统的产品税从3％—60％不等有21档税率，所得税因企业所有<br>— 《转型中的地方政府》 · p161	转型中的地方政府 数据 quantitative
填空：`17％` | 对外资企业征收的工商统一税也改为增值税，并统一规定为17％的税…（关键百分比数据）	`17％` | 对外资企业征收的工商统一税也改为增值税，并统一规定为17％的税<br>— 《转型中的地方政府》 · p161	转型中的地方政府 数据 quantitative
填空：`30％` | 省通过分享比例获得的增值税和消费税的增量部分以30％的比例返还…（关键百分比数据）	`30％` | 省通过分享比例获得的增值税和消费税的增量部分以30％的比例返还<br>— 《转型中的地方政府》 · p161	转型中的地方政府 数据 quantitative
填空：`25％` | 致的，但25％的地方分享份额对于发达地区就是一个巨大的数字，由…（关键百分比数据）	`25％` | 致的，但25％的地方分享份额对于发达地区就是一个巨大的数字，由<br>— 《转型中的地方政府》 · p163	转型中的地方政府 数据 quantitative
填空：`60%` | 当的差距，比如迄今为止仍有60%左右的部门预算没有按法律规定交由…（关键百分比数据）	`60%` | 当的差距，比如迄今为止仍有60%左右的部门预算没有按法律规定交由<br>— 《转型中的地方政府》 · p164	转型中的地方政府 数据 quantitative
填空：`20%` | 盖面约为20%计算，1998年至2006年上半年期间，全国所有国家机关和…（关键百分比数据）	`20%` | 盖面约为20%计算，1998年至2006年上半年期间，全国所有国家机关和<br>— 《转型中的地方政府》 · p164	转型中的地方政府 数据 quantitative
填空：`6％` | 资金占国家预算收入的比例一直维持在6％—9％。…（关键百分比数据）	`6％` | 资金占国家预算收入的比例一直维持在6％—9％。<br>— 《转型中的地方政府》 · p167	转型中的地方政府 数据 quantitative
填空：`20％` | 膨胀，1960年高达20％（《中国统计年鉴（1991）》）。…（关键百分比数据）	`20％` | 膨胀，1960年高达20％（《中国统计年鉴（1991）》）。<br>— 《转型中的地方政府》 · p167	转型中的地方政府 数据 quantitative
填空：`20.6%` | 模开始下降，预算外资金占预算内收入的比例由1960年的20.6%降到…（关键百分比数据）	`20.6%` | 模开始下降，预算外资金占预算内收入的比例由1960年的20.6%降到<br>— 《转型中的地方政府》 · p167	转型中的地方政府 数据 quantitative
填空：`16％` | 1965年的16％。…（关键百分比数据）	`16％` | 1965年的16％。<br>— 《转型中的地方政府》 · p167	转型中的地方政府 数据 quantitative
填空：`30％` | 外收入又开始快速增长，预算外收入占预算内收入的比例超过30％以…（关键百分比数据）	`30％` | 外收入又开始快速增长，预算外收入占预算内收入的比例超过30％以<br>— 《转型中的地方政府》 · p167	转型中的地方政府 数据 quantitative
填空：`61％` | 为标准衡量预算外收入的重要性，它从1982年的61％一路攀升到1988…（关键百分比数据）	`61％` | 为标准衡量预算外收入的重要性，它从1982年的61％一路攀升到1988<br>— 《转型中的地方政府》 · p169	转型中的地方政府 数据 quantitative
填空：`92％` | 年的92％，达到历史的最高点，然后逐渐有所下降。…（关键百分比数据）	`92％` | 年的92％，达到历史的最高点，然后逐渐有所下降。<br>— 《转型中的地方政府》 · p169	转型中的地方政府 数据 quantitative
填空：`35％` | 趋势，除了1993年的35％比较特殊以外 [14] ，这一比例长时期仍然维持…（关键百分比数据）	`35％` | 趋势，除了1993年的35％比较特殊以外 [14] ，这一比例长时期仍然维持<br>— 《转型中的地方政府》 · p169	转型中的地方政府 数据 quantitative
填空：`13%` | 比例逐年下降，到2010年已降至13%。…（关键百分比数据）	`13%` | 比例逐年下降，到2010年已降至13%。<br>— 《转型中的地方政府》 · p169	转型中的地方政府 数据 quantitative
填空：`40%` | 南昌市40%、景德镇和萍乡市各50%的照顾。…（关键百分比数据）	`40%` | 南昌市40%、景德镇和萍乡市各50%的照顾。<br>— 《转型中的地方政府》 · p173	转型中的地方政府 数据 quantitative
填空：`10%` | 算支出基数的确定是以1979年预算支出数压缩10%后确定的，而省对各…（关键百分比数据）	`10%` | 算支出基数的确定是以1979年预算支出数压缩10%后确定的，而省对各<br>— 《转型中的地方政府》 · p173	转型中的地方政府 数据 quantitative
填空：`5%` | 地则是根据1979年预算支出数压缩5%后确定的。…（关键百分比数据）	`5%` | 地则是根据1979年预算支出数压缩5%后确定的。<br>— 《转型中的地方政府》 · p173	转型中的地方政府 数据 quantitative
填空：`8%` | 成办法”，对淄博、济南、潍坊3个市增长8%—15%部分，省与市三七…（关键百分比数据）	`8%` | 成办法”，对淄博、济南、潍坊3个市增长8%—15%部分，省与市三七<br>— 《转型中的地方政府》 · p173	转型中的地方政府 数据 quantitative
填空：`15%` | 增长15%以上的部分全部留市。…（关键百分比数据）	`15%` | 增长15%以上的部分全部留市。<br>— 《转型中的地方政府》 · p173	转型中的地方政府 数据 quantitative
填空：`8%` | 增长幅度在8%以内的另加增长分成5%；…（关键百分比数据）	`8%` | 增长幅度在8%以内的另加增长分成5%；<br>— 《转型中的地方政府》 · p173	转型中的地方政府 数据 quantitative
填空：`8%` | 8%—15%部分，再加增长分成…（关键百分比数据）	`8%` | 8%—15%部分，再加增长分成<br>— 《转型中的地方政府》 · p173	转型中的地方政府 数据 quantitative
填空：`15%` | 增长15%以上全部留市。…（关键百分比数据）	`15%` | 增长15%以上全部留市。<br>— 《转型中的地方政府》 · p173	转型中的地方政府 数据 quantitative
填空：`5％` | 具体方法是区别试点县情况，分别确定5％—10%的财政收…（关键百分比数据）	`5％` | 具体方法是区别试点县情况，分别确定5％—10%的财政收<br>— 《转型中的地方政府》 · p173	转型中的地方政府 数据 quantitative
填空：`20%` | 分，除上缴中央财政20%外，全部留给县，省不参与分成。…（关键百分比数据）	`20%` | 分，除上缴中央财政20%外，全部留给县，省不参与分成。<br>— 《转型中的地方政府》 · p173	转型中的地方政府 数据 quantitative
填空：`20%` | 寨两县更加优惠，其超过包干收入基数的收入，应上缴中央财政的20%…（关键百分比数据）	`20%` | 寨两县更加优惠，其超过包干收入基数的收入，应上缴中央财政的20%<br>— 《转型中的地方政府》 · p173	转型中的地方政府 数据 quantitative
填空：`77.5%` | 为77.5%，上缴比例为22.5%。…（关键百分比数据）	`77.5%` | 为77.5%，上缴比例为22.5%。<br>— 《转型中的地方政府》 · p173	转型中的地方政府 数据 quantitative
填空：`7%` | 阜阳、亳州市的财政收入递增率为7%，包干上缴比例为…（关键百分比数据）	`7%` | 阜阳、亳州市的财政收入递增率为7%，包干上缴比例为<br>— 《转型中的地方政府》 · p173	转型中的地方政府 数据 quantitative
填空：`6%` | 滁州等24个县（市）的财政收入递增率为6%，包干上缴比例为…（关键百分比数据）	`6%` | 滁州等24个县（市）的财政收入递增率为6%，包干上缴比例为<br>— 《转型中的地方政府》 · p174	转型中的地方政府 数据 quantitative
填空：`5%` | 桐城等194个县（市）的财政收入递增率为5%，包干上缴比例为…（关键百分比数据）	`5%` | 桐城等194个县（市）的财政收入递增率为5%，包干上缴比例为<br>— 《转型中的地方政府》 · p174	转型中的地方政府 数据 quantitative
填空：`22.5%` | 22.5%，望江等29个县（市）的财政收入递增率为4%，包干上缴比例为…（关键百分比数据）	`22.5%` | 22.5%，望江等29个县（市）的财政收入递增率为4%，包干上缴比例为<br>— 《转型中的地方政府》 · p174	转型中的地方政府 数据 quantitative
填空：`7%` | 政收入递增率为7%，包干上缴比例为36.6%；…（关键百分比数据）	`7%` | 政收入递增率为7%，包干上缴比例为36.6%；<br>— 《转型中的地方政府》 · p174	转型中的地方政府 数据 quantitative
填空：`4%` | 阳、六安、巢湖行署和黄山市的财政收入递增率为4%，包干上缴比例…（关键百分比数据）	`4%` | 阳、六安、巢湖行署和黄山市的财政收入递增率为4%，包干上缴比例<br>— 《转型中的地方政府》 · p174	转型中的地方政府 数据 quantitative
填空：`14％` | 在递增率以内的收入，市留成一个比例（比如14％），超过递增…（关键百分比数据）	`14％` | 在递增率以内的收入，市留成一个比例（比如14％），超过递增<br>— 《转型中的地方政府》 · p174	转型中的地方政府 数据 quantitative
填空：`75%` | 央与地方分享的增值税为例，中央只管分享各省增值税的75%，至于另…（关键百分比数据）	`75%` | 央与地方分享的增值税为例，中央只管分享各省增值税的75%，至于另<br>— 《转型中的地方政府》 · p175	转型中的地方政府 数据 quantitative
填空：`25%` | 外25%的增值税如何在省以下的市、县、乡级政府之间分配，中央并没…（关键百分比数据）	`25%` | 外25%的增值税如何在省以下的市、县、乡级政府之间分配，中央并没<br>— 《转型中的地方政府》 · p175	转型中的地方政府 数据 quantitative
填空：`50%` | 50%，地方分享50%；…（关键百分比数据）	`50%` | 50%，地方分享50%；<br>— 《转型中的地方政府》 · p176	转型中的地方政府 数据 quantitative
填空：`60%` | 2003年所得税收入中央分享60%，地方分享40%。…（关键百分比数据）	`60%` | 2003年所得税收入中央分享60%，地方分享40%。<br>— 《转型中的地方政府》 · p176	转型中的地方政府 数据 quantitative
填空：`20%` | 入的20%作为省级固定分成收入。…（关键百分比数据）	`20%` | 入的20%作为省级固定分成收入。<br>— 《转型中的地方政府》 · p176	转型中的地方政府 数据 quantitative
填空：`20%` | 增量部分，省与市、县（市）实行“二八”分成，即省得20%，市、县…（关键百分比数据）	`20%` | 增量部分，省与市、县（市）实行“二八”分成，即省得20%，市、县<br>— 《转型中的地方政府》 · p177	转型中的地方政府 数据 quantitative
填空：`5%` | 芜等市的递增上缴比例由5%降为3%。…（关键百分比数据）	`5%` | 芜等市的递增上缴比例由5%降为3%。<br>— 《转型中的地方政府》 · p177	转型中的地方政府 数据 quantitative
填空：`70％` | 法中，兰州、嘉峪关、金昌、白银、酒泉5个市省级分享70％，市县分…（关键百分比数据）	`70％` | 法中，兰州、嘉峪关、金昌、白银、酒泉5个市省级分享70％，市县分<br>— 《转型中的地方政府》 · p177	转型中的地方政府 数据 quantitative
